fecha,buque,imo,puerto,pax,trip,exentos,sentido,servicio,anio
2021-02-26 00:00:00,PIRAVERA,9627813,PUERTO BUENOS AIRES,0,12,0,Salida,Carga,2021
2021-02-26 00:00:00,TIRUA,9612882,PUERTO BUENOS AIRES,0,24,0,Entrada,Carga,2021
2021-02-27 00:00:00,EVER LAUREL,9595474,PUERTO BUENOS AIRES,0,20,0,Salida,Carga,2021
2021-02-27 00:00:00,TRAMONTANA,9573816,PUERTO BUENOS AIRES,0,22,0,Entrada,Carga,2021
2021-02-28 00:00:00,CAP SAN ANTONIO,9380738,PUERTO BUENOS AIRES,0,25,0,Salida,Carga,2021
2021-02-28 00:00:00,MEHUIN,9400100,PUERTO BUENOS AIRES,0,23,0,Entrada,Carga,2021
2021-02-28 00:00:00,MEHUIN,9400100,PUERTO BUENOS AIRES,0,23,0,Salida,Carga,2021
2021-02-28 00:00:00,MSC MICHELA,9720512,PUERTO BUENOS AIRES,0,29,0,Entrada,Carga,2021
2021-02-28 00:00:00,TIRUA,9612882,PUERTO BUENOS AIRES,0,23,0,Salida,Carga,2021
2021-02-28 00:00:00,TOSNA STAR,9425239,PUERTO BUENOS AIRES,0,19,0,Entrada,Carga,2021
2021-03-01 00:00:00,FRANCISCO,9610028,BUQUEBUS,491,29,16,Entrada,Pasajeros,2021
2021-03-01 00:00:00,FRANCISCO,9610028,BUQUEBUS,260,29,5,Salida,Pasajeros,2021
2021-03-01 00:00:00,MAERSK LIMA,9526875,PUERTO BUENOS AIRES,0,29,0,Entrada,Carga,2021
2021-03-01 00:00:00,MSC DARDANELLES,9247754,PUERTO BUENOS AIRES,0,29,0,Salida,Carga,2021
2021-03-01 00:00:00,REINA DEL PARANA,2436,PUERTO BUENOS AIRES,0,12,0,Entrada,Carga,2021
2021-03-02 00:00:00,AVA PAYAGUA,9551090,PUERTO BUENOS AIRES,0,12,0,Entrada,Carga,2021
2021-03-02 00:00:00,GOLDENGATE PARK,9493145,PUERTO BUENOS AIRES,0,23,0,Salida,Carga,2021
2021-03-02 00:00:00,MAERSK LIMA,9526875,PUERTO BUENOS AIRES,0,29,0,Salida,Carga,2021
2021-03-02 00:00:00,MSC MICHELA,9720512,PUERTO BUENOS AIRES,0,29,0,Salida,Carga,2021
2021-03-02 00:00:00,SKYROS,9695016,PUERTO BUENOS AIRES,0,24,0,Entrada,Carga,2021
2021-03-03 00:00:00,FRANCISCO,9610028,BUQUEBUS,474,29,11,Entrada,Pasajeros,2021
2021-03-03 00:00:00,FRANCISCO,9610028,BUQUEBUS,155,28,4,Salida,Pasajeros,2021
2021-03-03 00:00:00,SKYROS,9695016,PUERTO BUENOS AIRES,0,24,0,Salida,Carga,2021
2021-03-04 00:00:00,AVA PAYAGUA,9551090,PUERTO BUENOS AIRES,0,12,0,Salida,Carga,2021
2021-03-04 00:00:00,LOG-IN JATOBA,9471898,PUERTO BUENOS AIRES,0,19,0,Entrada,Carga,2021
2021-03-04 00:00:00,ROSA,9092343,PUERTO BUENOS AIRES,0,11,0,Entrada,Carga,2021
2021-03-05 00:00:00,FRANCISCO,9610028,BUQUEBUS,475,28,6,Entrada,Pasajeros,2021
2021-03-05 00:00:00,FRANCISCO,9610028,BUQUEBUS,214,28,1,Salida,Pasajeros,2021
2021-03-05 00:00:00,LOG-IN JATOBA,9471898,PUERTO BUENOS AIRES,0,19,0,Salida,Carga,2021
2021-03-05 00:00:00,NAVIG8 SPICA,9739264,PUERTO BUENOS AIRES,0,21,0,Salida,Carga,2021
2021-03-05 00:00:00,ROSA,9092343,PUERTO BUENOS AIRES,0,11,0,Salida,Carga,2021
2021-03-06 00:00:00,CMA CGM CARL ANTOINE,9718117,PUERTO BUENOS AIRES,0,25,0,Entrada,Carga,2021
2021-03-06 00:00:00,MSC VIGO,9285691,PUERTO BUENOS AIRES,0,27,0,Entrada,Carga,2021
2021-03-07 00:00:00,LOGIN JACARANDA,9471886,PUERTO BUENOS AIRES,0,19,0,Entrada,Carga,2021
2021-03-07 00:00:00,MSC SOFIA CELESTE,9702091,PUERTO BUENOS AIRES,0,29,0,Entrada,Carga,2021
2021-03-07 00:00:00,MSC VIGO,9285691,PUERTO BUENOS AIRES,0,27,0,Salida,Carga,2021
2021-03-08 00:00:00,FRANCISCO,9610028,BUQUEBUS,443,29,5,Entrada,Pasajeros,2021
2021-03-08 00:00:00,FRANCISCO,9610028,BUQUEBUS,210,29,7,Salida,Pasajeros,2021
2021-03-08 00:00:00,MAERSK LANCO,9527049,PUERTO BUENOS AIRES,0,26,0,Entrada,Carga,2021
2021-03-08 00:00:00,MSC SOFIA CELESTE,9702091,PUERTO BUENOS AIRES,0,29,0,Salida,Carga,2021
2021-03-08 00:00:00,NAUTIC TWIN,4318,PUERTO BUENOS AIRES,0,11,0,Entrada,Carga,2021
2021-03-09 00:00:00,CMA CGM CARL ANTOINE,9718117,PUERTO BUENOS AIRES,0,25,0,Salida,Carga,2021
2021-03-09 00:00:00,MAERSK LANCO,9527049,PUERTO BUENOS AIRES,0,26,0,Salida,Carga,2021
2021-03-09 00:00:00,SAKURA KOBE,9473688,PUERTO BUENOS AIRES,0,21,0,Entrada,Carga,2021
2021-03-09 00:00:00,TORRENTE,9447914,PUERTO BUENOS AIRES,0,24,0,Entrada,Carga,2021
2021-03-10 00:00:00,CAP SAN ARTEMISSIO,9633939,PUERTO BUENOS AIRES,0,24,0,Entrada,Carga,2021
2021-03-10 00:00:00,FRANCISCO,9610028,BUQUEBUS,378,25,8,Entrada,Pasajeros,2021
2021-03-10 00:00:00,FRANCISCO,9610028,BUQUEBUS,157,24,3,Salida,Pasajeros,2021
2021-03-10 00:00:00,GIOVANNI VENTURI,9571258,PUERTO BUENOS AIRES,0,12,0,Entrada,Carga,2021
2021-03-10 00:00:00,TORRENTE,9447914,PUERTO BUENOS AIRES,0,24,0,Salida,Carga,2021
2021-03-11 00:00:00,AMOR,9700471,PUERTO BUENOS AIRES,0,22,0,Entrada,Carga,2021
2021-03-11 00:00:00,EVER LIFTING,9629122,PUERTO BUENOS AIRES,0,21,0,Entrada,Carga,2021
2021-03-11 00:00:00,NAUTIC TWIN,4318,PUERTO BUENOS AIRES,0,11,0,Salida,Carga,2021
2021-03-11 00:00:00,TEHIA,9051997,PUERTO BUENOS AIRES,0,11,0,Entrada,Carga,2021
2021-03-12 00:00:00,BBC SEINE,9508380,PUERTO BUENOS AIRES,0,17,0,Salida,Carga,2021
2021-03-12 00:00:00,CAP SAN ARTEMISSIO,9633939,PUERTO BUENOS AIRES,0,26,0,Salida,Carga,2021
2021-03-12 00:00:00,FRANCISCO,9610028,BUQUEBUS,399,26,4,Entrada,Pasajeros,2021
2021-03-12 00:00:00,FRANCISCO,9610028,BUQUEBUS,193,26,6,Salida,Pasajeros,2021
2021-03-12 00:00:00,MADELEINE I,7801855,PUERTO BUENOS AIRES,0,10,0,Entrada,Carga,2021
2021-03-12 00:00:00,RAUL D,9545974,PUERTO BUENOS AIRES,0,10,0,Entrada,Carga,2021
2021-03-12 00:00:00,TEHIA,9051997,PUERTO BUENOS AIRES,0,11,0,Salida,Carga,2021
2021-03-13 00:00:00,RAUL D,9545974,PUERTO BUENOS AIRES,0,10,0,Salida,Carga,2021
2021-03-13 00:00:00,SEASPAN RAPTOR,9793911,PUERTO BUENOS AIRES,0,22,0,Entrada,Carga,2021
2021-03-14 00:00:00,,,,,,,Entrada,Pasajeros,2021
2021-03-14 00:00:00,EVER LIFTING,9629122,PUERTO BUENOS AIRES,0,21,0,Salida,Carga,2021
2021-03-15 00:00:00,CLARA B,9535503,PUERTO BUENOS AIRES,0,11,0,Entrada,Carga,2021
2021-03-15 00:00:00,DOÒA MAGDA,3963,PUERTO BUENOS AIRES,0,10,0,Entrada,Carga,2021
2021-03-15 00:00:00,FRANCISCO,9610028,BUQUEBUS,407,27,3,Entrada,Pasajeros,2021
2021-03-15 00:00:00,FRANCISCO,9610028,BUQUEBUS,283,27,10,Salida,Pasajeros,2021
2021-03-15 00:00:00,LARSHOLMEN,9436410,PUERTO BUENOS AIRES,0,22,0,Entrada,Carga,2021
2021-03-15 00:00:00,NORTHERN MAGNUM,9252541,PUERTO BUENOS AIRES,0,22,0,Entrada,Carga,2021
2021-03-15 00:00:00,SEASPAN RAPTOR,9793911,PUERTO BUENOS AIRES,0,22,0,Salida,Carga,2021
2021-03-15 00:00:00,TUCAPEL,9569970,PUERTO BUENOS AIRES,0,24,0,Entrada,Carga,2021
2021-03-16 00:00:00,BBC CAMPANA,9291963,PUERTO BUENOS AIRES,0,14,0,Entrada,Carga,2021
2021-03-16 00:00:00,COSCO SHIPPING THAMES,9731937,PUERTO BUENOS AIRES,0,27,0,Entrada,Carga,2021
2021-03-17 00:00:00,FRANCISCO,9610028,BUQUEBUS,262,26,4,Entrada,Pasajeros,2021
2021-03-17 00:00:00,FRANCISCO,9610028,BUQUEBUS,151,26,2,Salida,Pasajeros,2021
2021-03-19 00:00:00,CAP SAN MARCO,9629445,PUERTO BUENOS AIRES,0,26,0,Entrada,Carga,2021
2021-03-19 00:00:00,FRANCISCO,9610028,BUQUEBUS,406,27,11,Entrada,Pasajeros,2021
2021-03-19 00:00:00,FRANCISCO,9610028,BUQUEBUS,215,27,5,Salida,Pasajeros,2021
2021-03-19 00:00:00,HUNGARY,9723253,PUERTO BUENOS AIRES,0,20,0,Entrada,Carga,2021
2021-03-19 00:00:00,MAERSK LAGUNA,9526942,PUERTO BUENOS AIRES,0,25,0,Entrada,Carga,2021
2021-03-19 00:00:00,MAERSK LAGUNA,9526942,PUERTO BUENOS AIRES,0,24,0,Salida,Carga,2021
2021-03-19 00:00:00,MERCOSUL GUARANI,8016550,PUERTO BUENOS AIRES,0,23,0,Entrada,Carga,2021
2021-03-19 00:00:00,MERCOSUL GUARANI,8016550,PUERTO BUENOS AIRES,0,22,0,Salida,Carga,2021
2021-03-19 00:00:00,MSC BARBARA,9226932,PUERTO BUENOS AIRES,0,30,0,Entrada,Carga,2021
2021-03-19 00:00:00,MSC LILY,9704960,PUERTO BUENOS AIRES,0,27,0,Salida,Carga,2021
2021-03-19 00:00:00,MSC LILY,9704960,PUERTO BUENOS AIRES,0,27,0,Entrada,Carga,2021
2021-03-19 00:00:00,NORTHERN MAGNUM,9252541,PUERTO BUENOS AIRES,0,23,0,Salida,Carga,2021
2021-03-19 00:00:00,PIRAVERA,9627813,PUERTO BUENOS AIRES,0,11,0,Entrada,Carga,2021
2021-03-19 00:00:00,ROSA,9092343,PUERTO BUENOS AIRES,0,12,0,Entrada,Carga,2021
2021-03-20 00:00:00,BRUCE,9741140,PUERTO BUENOS AIRES,0,14,0,Entrada,Carga,2021
2021-03-20 00:00:00,CLARA B,9535503,PUERTO BUENOS AIRES,0,11,0,Salida,Carga,2021
2021-03-20 00:00:00,COSCO SHIPPING THAMES,9731937,PUERTO BUENOS AIRES,0,27,0,Salida,Carga,2021
2021-03-20 00:00:00,DOÒA MAGDA,3963,PUERTO BUENOS AIRES,0,10,0,Salida,Carga,2021
2021-03-20 00:00:00,EXPLORADOR,7034878,PUERTO BUENOS AIRES,0,15,0,Entrada,Carga,2021
2021-03-20 00:00:00,MSC BARBARA,9226932,PUERTO BUENOS AIRES,0,30,0,Salida,Carga,2021
2021-03-20 00:00:00,ROSA,9092343,PUERTO BUENOS AIRES,0,11,0,Salida,Carga,2021
2021-03-21 00:00:00,CAP SAN MARCO,9629445,PUERTO BUENOS AIRES,0,26,0,Salida,Carga,2021
2021-03-21 00:00:00,CAP SAN NICOLAS,9622203,PUERTO BUENOS AIRES,0,24,0,Entrada,Carga,2021
2021-03-21 00:00:00,EXPLORADOR,7034878,PUERTO BUENOS AIRES,0,15,0,Salida,Carga,2021
2021-03-21 00:00:00,HUNGARY,9723253,PUERTO BUENOS AIRES,0,20,0,Salida,Carga,2021
2021-03-21 00:00:00,LOGIN ENDURANCE,9571296,PUERTO BUENOS AIRES,0,19,0,Entrada,Carga,2021
2021-03-21 00:00:00,MAERSK KARACHI,9162215,PUERTO BUENOS AIRES,0,24,0,Entrada,Carga,2021
2021-03-22 00:00:00,FRANCISCO,9610028,BUQUEBUS,312,26,5,Entrada,Pasajeros,2021
2021-03-22 00:00:00,FRANCISCO,9610028,BUQUEBUS,202,26,8,Salida,Pasajeros,2021
2021-03-22 00:00:00,MAERSK KARACHI,9162215,PUERTO BUENOS AIRES,0,22,0,Salida,Carga,2021
2021-03-23 00:00:00,CARMEN S,9796341,PUERTO BUENOS AIRES,0,11,0,Entrada,Carga,2021
2021-03-23 00:00:00,COSCO SHIPPING VOLGA,9731925,PUERTO BUENOS AIRES,0,27,0,Entrada,Carga,2021
2021-03-23 00:00:00,TEMPANOS,9447897,PUERTO BUENOS AIRES,0,25,0,Entrada,Carga,2021
2021-03-24 00:00:00,CAP SAN NICOLAS,9622203,PUERTO BUENOS AIRES,0,23,0,Salida,Carga,2021
2021-03-24 00:00:00,FRANCISCO,9610028,BUQUEBUS,337,27,9,Entrada,Pasajeros,2021
2021-03-24 00:00:00,FRANCISCO,9610028,BUQUEBUS,227,27,4,Salida,Pasajeros,2021
2021-03-24 00:00:00,TEMPANOS,9447897,PUERTO BUENOS AIRES,0,25,0,Salida,Carga,2021
2021-03-25 00:00:00,BRUCE,9741140,PUERTO BUENOS AIRES,0,14,0,Salida,Carga,2021
2021-03-25 00:00:00,GOLONDRINA DE MAR,547,PUERTO BUENOS AIRES,0,11,0,Entrada,Carga,2021
2021-03-25 00:00:00,MSC BOSPHOROUS,9247742,PUERTO BUENOS AIRES,0,27,0,Entrada,Carga,2021
2021-03-26 00:00:00,FRANCISCO,9610028,BUQUEBUS,471,29,11,Entrada,Pasajeros,2021
2021-03-26 00:00:00,FRANCISCO,9610028,BUQUEBUS,225,28,1,Salida,Pasajeros,2021
2021-03-26 00:00:00,MSC PALAK,9735206,PUERTO BUENOS AIRES,0,29,0,Entrada,Carga,2021
2021-03-27 00:00:00,CAP SAN MALEAS,9622215,PUERTO BUENOS AIRES,0,24,0,Entrada,Carga,2021
2021-03-27 00:00:00,MSC BOSPHOROUS,9247742,PUERTO BUENOS AIRES,0,26,0,Salida,Carga,2021
2021-03-28 00:00:00,COSCO SHIPPING VOLGA,9731925,PUERTO BUENOS AIRES,0,27,0,Salida,Carga,2021
2021-03-28 00:00:00,DEE4 DOGWOOD,9367748,PUERTO BUENOS AIRES,0,22,0,Entrada,Carga,2021
2021-03-28 00:00:00,MAIPO,9400083,PUERTO BUENOS AIRES,0,23,0,Entrada,Carga,2021
2021-03-28 00:00:00,MONTEVIDEO EXPRESS,9563677,PUERTO BUENOS AIRES,0,23,0,Entrada,Carga,2021
2021-03-28 00:00:00,MSC PALAK,9735206,PUERTO BUENOS AIRES,0,29,0,Salida,Carga,2021
2021-03-29 00:00:00,CAP SAN MALEAS,9622215,PUERTO BUENOS AIRES,0,24,0,Salida,Carga,2021
2021-03-29 00:00:00,CARMEN S,9796341,PUERTO BUENOS AIRES,0,11,0,Salida,Carga,2021
2021-03-29 00:00:00,FRANCISCO,9610028,BUQUEBUS,346,26,5,Entrada,Pasajeros,2021
2021-03-29 00:00:00,FRANCISCO,9610028,BUQUEBUS,227,26,3,Salida,Pasajeros,2021
2021-03-29 00:00:00,MAERSK LABREA,9527063,PUERTO BUENOS AIRES,0,26,0,Entrada,Carga,2021
2021-03-29 00:00:00,MAIPO,9400083,PUERTO BUENOS AIRES,0,23,0,Salida,Carga,2021
2021-03-30 00:00:00,EVER LOVELY,9629110,PUERTO BUENOS AIRES,0,18,0,Entrada,Carga,2021
2021-03-30 00:00:00,LOG-IN JATOBA,9471898,PUERTO BUENOS AIRES,0,19,0,Entrada,Carga,2021
2021-03-30 00:00:00,MAERSK LABREA,9527063,PUERTO BUENOS AIRES,0,26,0,Salida,Carga,2021
2021-03-30 00:00:00,MONTEVIDEO EXPRESS,9563677,PUERTO BUENOS AIRES,0,23,0,Salida,Carga,2021
2021-03-30 00:00:00,PIRAVERA,9627813,PUERTO BUENOS AIRES,0,11,0,Salida,Carga,2021
2021-03-30 00:00:00,STENA IMAGE,9667473,PUERTO BUENOS AIRES,0,23,0,Entrada,Carga,2021
2021-03-30 00:00:00,TOLTEN,9612870,PUERTO BUENOS AIRES,0,24,0,Entrada,Carga,2021
2021-03-31 00:00:00,FRANCISCO,9610028,BUQUEBUS,250,26,6,Entrada,Pasajeros,2021
2021-03-31 00:00:00,FRANCISCO,9610028,BUQUEBUS,178,26,0,Salida,Pasajeros,2021
2021-03-31 00:00:00,LOG-IN JATOBA,9471898,PUERTO BUENOS AIRES,0,19,0,Salida,Carga,2021
2021-03-31 00:00:00,MSC AVNI,9756729,PUERTO BUENOS AIRES,0,27,0,Entrada,Carga,2021
2021-03-31 00:00:00,REINA DEL PARANA,2436,PUERTO BUENOS AIRES,0,11,0,Entrada,Carga,2021
2021-03-31 00:00:00,TOLTEN,9612870,PUERTO BUENOS AIRES,0,24,0,Salida,Carga,2021
2021-04-01 00:00:00,FRANCISCO,9610028,BUQUEBUS,175,25,1,Entrada,Pasajeros,2021
2021-04-01 00:00:00,FRANCISCO,9610028,BUQUEBUS,144,26,1,Salida,Pasajeros,2021
2021-04-01 00:00:00,MARINA L,9675705,PUERTO BUENOS AIRES,0,21,0,Entrada,Carga,2021
2021-04-02 00:00:00,MSC AVNI,9756729,PUERTO BUENOS AIRES,0,27,0,Salida,Carga,2021
2021-04-02 00:00:00,PARAGON,9194880,PUERTO BUENOS AIRES,0,23,0,Entrada,Carga,2021
2021-04-02 00:00:00,UASC AL KHOR,9323962,PUERTO BUENOS AIRES,0,22,0,Entrada,Carga,2021
2021-04-03 00:00:00,,,,,,,Entrada,Pasajeros,2021
2021-04-03 00:00:00,STENA IMAGE,9667473,PUERTO BUENOS AIRES,0,23,0,Salida,Carga,2021
2021-04-03 00:00:00,UASC AL KHOR,9323962,PUERTO BUENOS AIRES,0,20,0,Salida,Carga,2021
2021-04-04 00:00:00,MSC BARCELONA,9480186,PUERTO BUENOS AIRES,0,25,0,Entrada,Carga,2021
2021-04-04 00:00:00,TEHIA,9051997,PUERTO BUENOS AIRES,0,11,0,Entrada,Carga,2021
2021-04-05 00:00:00,ANTHEA Y,9710244,PUERTO BUENOS AIRES,0,19,0,Entrada,Carga,2021
2021-04-05 00:00:00,CARMEN S,9796341,PUERTO BUENOS AIRES,0,11,0,Entrada,Carga,2021
2021-04-05 00:00:00,CARMEN S,9796341,PUERTO BUENOS AIRES,0,11,0,Salida,Carga,2021
2021-04-05 00:00:00,EVER LOVELY,9629110,PUERTO BUENOS AIRES,0,18,0,Salida,Carga,2021
2021-04-05 00:00:00,LOGIN JACARANDA,9471886,PUERTO BUENOS AIRES,0,20,0,Entrada,Carga,2021
2021-04-05 00:00:00,MSC BARCELONA,9480186,PUERTO BUENOS AIRES,0,25,0,Salida,Carga,2021
2021-04-05 00:00:00,ROSA,9092343,PUERTO BUENOS AIRES,0,12,0,Entrada,Carga,2021
2021-04-06 00:00:00,ATACAMA,9718947,PUERTO BUENOS AIRES,0,24,0,Entrada,Carga,2021
2021-04-06 00:00:00,—A CHOLITA,3694,PUERTO BUENOS AIRES,0,11,0,Entrada,Carga,2021
2021-04-06 00:00:00,—A CHOLITA,3694,PUERTO BUENOS AIRES,0,11,0,Salida,Carga,2021
2021-04-06 00:00:00,CLARA B,9535503,PUERTO BUENOS AIRES,0,12,0,Entrada,Carga,2021
2021-04-06 00:00:00,MSC ANTONIA,9398216,PUERTO BUENOS AIRES,0,26,0,Entrada,Carga,2021
2021-04-06 00:00:00,TEHIA,9051997,PUERTO BUENOS AIRES,0,11,0,Salida,Carga,2021
2021-04-07 00:00:00,ATACAMA,9718947,PUERTO BUENOS AIRES,0,24,0,Salida,Carga,2021
2021-04-07 00:00:00,DOÒA MAGDA,3963,PUERTO BUENOS AIRES,0,9,0,Entrada,Carga,2021
2021-04-07 00:00:00,FRANCISCO,9610028,BUQUEBUS,634,32,10,Entrada,Pasajeros,2021
2021-04-07 00:00:00,FRANCISCO,9610028,BUQUEBUS,547,32,14,Salida,Pasajeros,2021
2021-04-08 00:00:00,DOÒA MAGDA,3963,PUERTO BUENOS AIRES,0,9,0,Salida,Carga,2021
2021-04-08 00:00:00,MSC ANTONIA,9398216,PUERTO BUENOS AIRES,0,28,0,Salida,Carga,2021
2021-04-08 00:00:00,MSC CATERINA,9705005,PUERTO BUENOS AIRES,0,28,0,Entrada,Carga,2021
2021-04-08 00:00:00,ROSA,9092343,PUERTO BUENOS AIRES,0,12,0,Salida,Carga,2021
2021-04-09 00:00:00,,,,,,,Entrada,Pasajeros,2021
2021-04-09 00:00:00,CLARA B,9535503,PUERTO BUENOS AIRES,0,12,0,Salida,Carga,2021
2021-04-11 00:00:00,ANTHEA Y,9710244,PUERTO BUENOS AIRES,0,19,0,Salida,Carga,2021
2021-04-11 00:00:00,BBC VIRGINIA,9501277,PUERTO BUENOS AIRES,0,14,0,Entrada,Carga,2021
2021-04-11 00:00:00,HAFNIA HENRIETTE,9726607,PUERTO BUENOS AIRES,0,20,0,Entrada,Carga,2021
2021-04-11 00:00:00,MSC CATERINA,9705005,PUERTO BUENOS AIRES,0,28,0,Salida,Carga,2021
2021-04-11 00:00:00,NORTHERN MAGNITUDE,9252553,PUERTO BUENOS AIRES,0,23,0,Entrada,Carga,2021
2021-04-11 00:00:00,SEASPAN OSPREY,9786736,PUERTO BUENOS AIRES,0,21,0,Entrada,Carga,2021
2021-04-12 00:00:00,MAERSK LEON,9526966,PUERTO BUENOS AIRES,0,26,0,Entrada,Carga,2021
2021-04-12 00:00:00,NORTHERN MAGNITUDE,9252553,PUERTO BUENOS AIRES,0,23,0,Salida,Carga,2021
2021-04-12 00:00:00,SEAMAX NIANTIC,9699115,PUERTO BUENOS AIRES,0,22,0,Entrada,Carga,2021
2021-04-13 00:00:00,AVA PAYAGUA,9551090,PUERTO BUENOS AIRES,0,11,0,Entrada,Carga,2021
2021-04-13 00:00:00,CAP SAN AUGUSTIN,9622239,PUERTO BUENOS AIRES,0,14,0,Entrada,Carga,2021
2021-04-13 00:00:00,MERCOSUL GUARANI,8016550,PUERTO BUENOS AIRES,0,24,0,Entrada,Carga,2021
2021-04-14 00:00:00,AVA PAYAGUA,9551090,PUERTO BUENOS AIRES,0,11,0,Salida,Carga,2021
2021-04-14 00:00:00,FRANCISCO,9610028,BUQUEBUS,518,33,10,Entrada,Pasajeros,2021
2021-04-14 00:00:00,FRANCISCO,9610028,BUQUEBUS,428,33,11,Salida,Pasajeros,2021
2021-04-14 00:00:00,HAFNIA HENRIETTE,9726607,PUERTO BUENOS AIRES,0,20,0,Salida,Carga,2021
2021-04-14 00:00:00,MERCOSUL GUARANI,8016550,PUERTO BUENOS AIRES,0,26,0,Salida,Carga,2021
2021-04-14 00:00:00,MSC ARICA,9619452,PUERTO BUENOS AIRES,0,29,0,Salida,Carga,2021
2021-04-15 00:00:00,TUBUL,9447873,PUERTO BUENOS AIRES,0,25,0,Entrada,Carga,2021
2021-04-16 00:00:00,CAP SAN AUGUSTIN,9622239,PUERTO BUENOS AIRES,0,22,0,Salida,Carga,2021
2021-04-16 00:00:00,E.R. CANADA,18368,PUERTO BUENOS AIRES,0,27,0,Entrada,Carga,2021
2021-04-16 00:00:00,SEAMAX NIANTIC,9699115,PUERTO BUENOS AIRES,0,23,0,Salida,Carga,2021
2021-04-16 00:00:00,TUBUL,9447873,PUERTO BUENOS AIRES,0,25,0,Salida,Carga,2021
2021-04-19 00:00:00,AGIOS DIMITRIOS,9349605,PUERTO BUENOS AIRES,0,24,0,Entrada,Carga,2021
2021-04-19 00:00:00,E.R. CANADA,18368,PUERTO BUENOS AIRES,0,26,0,Salida,Carga,2021
2021-04-19 00:00:00,LOGIN ENDURANCE,9571296,PUERTO BUENOS AIRES,0,20,0,Entrada,Carga,2021
2021-04-19 00:00:00,MEHUIN,9400100,PUERTO BUENOS AIRES,0,23,0,Entrada,Carga,2021
2021-04-19 00:00:00,MEHUIN,9400100,PUERTO BUENOS AIRES,0,23,0,Salida,Carga,2021
2021-04-19 00:00:00,PARANAGUA EXPRESS,9786724,PUERTO BUENOS AIRES,0,22,0,Entrada,Carga,2021
2021-04-19 00:00:00,SWITZERLAND,9723265,PUERTO BUENOS AIRES,0,20,0,Entrada,Carga,2021
2021-04-20 00:00:00,INCANSABLE,7816109,PUERTO BUENOS AIRES,0,11,0,Entrada,Carga,2021
2021-04-20 00:00:00,INCANSABLE,7816109,PUERTO BUENOS AIRES,0,11,0,Salida,Carga,2021
2021-04-20 00:00:00,MADELEINE I,7801855,PUERTO BUENOS AIRES,0,11,0,Salida,Carga,2021
2021-04-20 00:00:00,MAERSK LAVRAS,9526928,PUERTO BUENOS AIRES,0,25,0,Entrada,Carga,2021
2021-04-20 00:00:00,MAERSK LAVRAS,9526928,PUERTO BUENOS AIRES,0,25,0,Salida,Carga,2021
2021-04-21 00:00:00,AGIOS DIMITRIOS,9349605,PUERTO BUENOS AIRES,0,24,0,Salida,Carga,2021
2021-04-21 00:00:00,ATLANTICA BAY,9379131,PUERTO BUENOS AIRES,0,21,0,Entrada,Carga,2021
2021-04-21 00:00:00,EXPLORADOR,7034878,PUERTO BUENOS AIRES,0,15,0,Entrada,Carga,2021
2021-04-21 00:00:00,FRANCISCO,9610028,BUQUEBUS,473,31,3,Entrada,Pasajeros,2021
2021-04-21 00:00:00,FRANCISCO,9610028,BUQUEBUS,349,31,6,Salida,Pasajeros,2021
2021-04-21 00:00:00,PARANAGUA EXPRESS,9786724,PUERTO BUENOS AIRES,0,22,0,Salida,Carga,2021
2021-04-21 00:00:00,TEHIA,9051997,PUERTO BUENOS AIRES,0,11,0,Entrada,Carga,2021
2021-04-21 00:00:00,UASC ZAMZAM,9699115,PUERTO BUENOS AIRES,0,21,0,Entrada,Carga,2021
2021-04-22 00:00:00,ENTERPRISE,9539236,PUERTO BUENOS AIRES,0,12,0,Entrada,Carga,2021
2021-04-22 00:00:00,TEHIA,9051997,PUERTO BUENOS AIRES,0,11,0,Salida,Carga,2021
2021-04-23 00:00:00,FRANCISCO,9610028,BUQUEBUS,273,25,8,Entrada,Pasajeros,2021
2021-04-23 00:00:00,FRANCISCO,9610028,BUQUEBUS,98,25,0,Salida,Pasajeros,2021
2021-04-23 00:00:00,NAVIG8 SPARK,9731743,PUERTO BUENOS AIRES,0,20,0,Entrada,Carga,2021
2021-04-23 00:00:00,TIRUA,9612882,PUERTO BUENOS AIRES,0,24,0,Entrada,Carga,2021
2021-04-23 00:00:00,UASC ZAMZAM,9699115,PUERTO BUENOS AIRES,0,21,0,Salida,Carga,2021
2021-04-25 00:00:00,MAERSK LETICIA,9526916,PUERTO BUENOS AIRES,0,26,0,Entrada,Carga,2021
2021-04-25 00:00:00,SEASPAN HARRIER,9793923,PUERTO BUENOS AIRES,0,22,0,Entrada,Carga,2021
2021-04-25 00:00:00,SWITZERLAND,9723265,PUERTO BUENOS AIRES,0,20,0,Salida,Carga,2021
2021-04-25 00:00:00,TIRUA,9612882,PUERTO BUENOS AIRES,0,24,0,Salida,Carga,2021
2021-04-26 00:00:00,API VIII,9909510,PUERTO BUENOS AIRES,0,13,0,Entrada,Pasajeros,2021
2021-04-26 00:00:00,BBC SAPPHIRE,9504798,PUERTO BUENOS AIRES,0,17,0,Entrada,Carga,2021
2021-04-26 00:00:00,HENRI PITOT,9394442,PUERTO BUENOS AIRES,0,12,0,Salida,Carga,2021
2021-04-26 00:00:00,MAERSK LETICIA,9526916,PUERTO BUENOS AIRES,0,24,0,Salida,Carga,2021
2021-04-26 00:00:00,MED TUNCER,9830599,PUERTO BUENOS AIRES,0,18,0,Entrada,Carga,2021
